round,part,recording,neighbor,X,Y,reference,guess
0,initialGuess,1,23,4.268000,4.268000,9.669710,14.855900
0,initialGuess,1,24,4.268000,4.268000,12.124918,8.169100
0,initialGuess,1,25,4.268000,4.268000,12.727922,11.995300
0,initialGuess,1,26,4.268000,4.268000,12.124918,9.279900
0,initialGuess,1,27,4.268000,4.268000,10.528784,8.515400
0,initialGuess,1,28,4.268000,4.268000,8.642549,7.325500
0,initialGuess,1,29,4.268000,4.268000,7.727263,4.960500
0,initialGuess,1,30,4.268000,4.268000,8.642549,8.374500
0,initialGuess,1,31,4.268000,4.268000,10.528784,4.235100
0,initialGuess,1,35,4.268000,4.268000,14.464000,15.342700
0,initialGuess,1,36,4.268000,4.268000,13.845348,10.722600
0,initialGuess,1,37,4.268000,4.268000,14.889949,10.672300
0,initialGuess,1,44,4.268000,4.268000,15.519976,13.477000
0,initialGuess,1,45,4.268000,4.268000,15.461649,9.190200
0,initialGuess,2,0,2.500000,5.000000,3.535534,5.544600
0,initialGuess,2,1,2.500000,5.000000,1.913543,1.907000
0,initialGuess,2,3,2.500000,5.000000,1.913543,5.394000
0,initialGuess,2,4,2.500000,5.000000,3.535534,6.904000
0,initialGuess,2,5,2.500000,5.000000,4.619702,3.525600
0,initialGuess,2,6,2.500000,5.000000,5.000000,9.310600
0,initialGuess,2,7,2.500000,5.000000,4.619702,6.556600
0,initialGuess,2,8,2.500000,5.000000,6.964194,5.530300
0,initialGuess,2,9,2.500000,5.000000,8.454919,4.403200
0,initialGuess,2,10,2.500000,5.000000,9.000000,6.298600
0,initialGuess,2,11,2.500000,5.000000,8.454919,7.344900
0,initialGuess,2,12,2.500000,5.000000,6.964194,5.189200
0,initialGuess,2,13,2.500000,5.000000,5.051500,4.628600
0,initialGuess,2,14,2.500000,5.000000,4.000000,5.326500
0,initialGuess,2,15,2.500000,5.000000,5.051500,8.765400
0,initialGuess,2,16,2.500000,5.000000,11.768602,4.515100
0,initialGuess,2,17,2.500000,5.000000,10.792852,10.196300
0,initialGuess,2,18,2.500000,5.000000,9.000000,10.115800
0,initialGuess,2,19,2.500000,5.000000,7.268951,4.011700
0,initialGuess,2,20,2.500000,5.000000,6.964194,8.572400
0,initialGuess,2,21,2.500000,5.000000,8.397479,13.826200
0,initialGuess,2,22,2.500000,5.000000,10.295630,15.460100
0,initialGuess,2,23,2.500000,5.000000,11.582990,5.279700
0,initialGuess,2,24,2.500000,5.000000,13.209845,8.128700
0,initialGuess,2,25,2.500000,5.000000,13.576069,10.034800
0,initialGuess,2,26,2.500000,5.000000,12.727922,2.776800
0,initialGuess,2,27,2.500000,5.000000,10.984610,6.668000
0,initialGuess,2,28,2.500000,5.000000,9.192388,8.771800
0,initialGuess,2,29,2.500000,5.000000,8.642549,4.238800
0,initialGuess,2,30,2.500000,5.000000,9.848858,5.559900
0,initialGuess,2,31,2.500000,5.000000,11.761873,10.778500
0,initialGuess,2,36,2.500000,5.000000,15.700318,9.221800
0,initialGuess,3,0,0.732000,4.268000,4.619702,15.464100
0,initialGuess,3,1,0.732000,4.268000,3.536000,11.082000
0,initialGuess,3,2,0.732000,4.268000,1.913543,4.155300
0,initialGuess,3,4,0.732000,4.268000,1.913543,1.733100
0,initialGuess,3,5,0.732000,4.268000,3.536000,4.261300
0,initialGuess,3,6,0.732000,4.268000,4.619702,3.476600
0,initialGuess,3,7,0.732000,4.268000,5.000659,8.565100
0,initialGuess,3,8,0.732000,4.268000,8.397479,13.621000
0,initialGuess,3,9,0.732000,4.268000,9.669710,8.662900
0,initialGuess,3,10,0.732000,4.268000,9.891292,6.752400
0,initialGuess,3,11,0.732000,4.268000,9.000000,3.175600
0,initialGuess,3,12,0.732000,4.268000,7.268951,6.798700
0,initialGuess,3,13,0.732000,4.268000,5.464000,5.676900
0,initialGuess,3,14,0.732000,4.268000,5.051500,7.388600
0,initialGuess,3,15,0.732000,4.268000,6.508348,7.490100
0,initialGuess,3,16,0.732000,4.268000,13.385277,8.000000
0,initialGuess,3,17,0.732000,4.268000,12.536000,12.491400
0,initialGuess,3,18,0.732000,4.268000,10.792852,12.172300
0,initialGuess,3,19,0.732000,4.268000,9.000000,7.545200
0,initialGuess,3,20,0.732000,4.268000,8.454919,13.247000
0,initialGuess,3,21,0.732000,4.268000,9.669710,13.768100
0,initialGuess,3,22,0.732000,4.268000,11.582990,5.777000
0,initialGuess,3,23,0.732000,4.268000,13.025152,8.002800
0,initialGuess,3,24,0.732000,4.268000,15.110978,6.043400
0,initialGuess,3,25,0.732000,4.268000,15.432151,14.272300
0,initialGuess,3,26,0.732000,4.268000,14.514188,10.791200
0,initialGuess,3,27,0.732000,4.268000,12.727922,3.902200
0,initialGuess,3,28,0.732000,4.268000,10.984610,7.254600
0,initialGuess,3,29,0.732000,4.268000,10.528784,12.423400
0,initialGuess,3,30,0.732000,4.268000,11.761873,14.733800
0,initialGuess,3,31,0.732000,4.268000,13.675035,13.698500
0,initialGuess,4,0,0.000000,2.500000,5.000000,3.447300
0,initialGuess,4,1,0.000000,2.500000,4.619702,7.244300
0,initialGuess,4,2,0.000000,2.500000,3.535534,9.506800
0,initialGuess,4,3,0.000000,2.500000,1.913543,7.072300
0,initialGuess,4,5,0.000000,2.500000,1.913543,3.457700
0,initialGuess,4,6,0.000000,2.500000,3.535534,8.621400
0,initialGuess,4,7,0.000000,2.500000,4.619702,6.030800
0,initialGuess,4,8,0.000000,2.500000,10.295630,9.869000
0,initialGuess,4,9,0.000000,2.500000,11.582990,10.125100
0,initialGuess,4,10,0.000000,2.500000,11.768602,9.848500
0,initialGuess,4,11,0.000000,2.500000,10.792852,14.418400
0,initialGuess,4,12,0.000000,2.500000,9.000000,5.103600
0,initialGuess,4,13,0.000000,2.500000,7.268951,4.920700
0,initialGuess,4,14,0.000000,2.500000,6.964194,2.910900
0,initialGuess,4,15,0.000000,2.500000,8.397479,7.072400
0,initialGuess,4,16,0.000000,2.500000,14.000000,5.467200
0,initialGuess,4,17,0.000000,2.500000,13.385277,5.921000
0,initialGuess,4,18,0.000000,2.500000,11.768602,8.792000
0,initialGuess,4,19,0.000000,2.500000,9.891292,13.524500
0,initialGuess,4,20,0.000000,2.500000,9.000000,7.826700
0,initialGuess,4,21,0.000000,2.500000,9.891292,14.808600
0,initialGuess,4,22,0.000000,2.500000,11.768602,14.561000
0,initialGuess,4,23,0.000000,2.500000,13.385277,6.722000
0,initialGuess,4,27,0.000000,2.500000,14.514188,4.691000
0,initialGuess,4,28,0.000000,2.500000,12.727922,16.097700
0,initialGuess,4,29,0.000000,2.500000,12.124918,6.853400
0,initialGuess,4,30,0.000000,2.500000,13.209845,6.460400
0,initialGuess,4,31,0.000000,2.500000,15.110978,10.040000
0,initialGuess,5,0,0.732000,0.732000,4.619702,8.238100
0,initialGuess,5,1,0.732000,0.732000,5.000659,7.346700
0,initialGuess,5,2,0.732000,0.732000,4.619702,9.863900
0,initialGuess,5,3,0.732000,0.732000,3.536000,8.744500
0,initialGuess,5,4,0.732000,0.732000,1.913543,15.014800
0,initialGuess,5,6,0.732000,0.732000,1.913543,4.419600
0,initialGuess,5,7,0.732000,0.732000,3.536000,4.449500
0,initialGuess,5,8,0.732000,0.732000,11.582990,12.301100
0,initialGuess,5,9,0.732000,0.732000,13.025152,8.607200
0,initialGuess,5,10,0.732000,0.732000,13.385277,6.598300
0,initialGuess,5,11,0.732000,0.732000,12.536000,7.583300
0,initialGuess,5,12,0.732000,0.732000,10.792852,11.292200
0,initialGuess,5,13,0.732000,0.732000,9.000000,6.756900
0,initialGuess,5,14,0.732000,0.732000,8.454919,8.730700
0,initialGuess,5,15,0.732000,0.732000,9.669710,9.119900
0,initialGuess,5,16,0.732000,0.732000,13.385277,14.202400
0,initialGuess,5,17,0.732000,0.732000,13.025152,7.462600
0,initialGuess,5,18,0.732000,0.732000,11.582990,7.684500
0,initialGuess,5,19,0.732000,0.732000,9.669710,11.295800
0,initialGuess,5,20,0.732000,0.732000,8.454919,10.728800
0,initialGuess,5,21,0.732000,0.732000,9.000000,12.699000
0,initialGuess,5,22,0.732000,0.732000,10.792852,10.248600
0,initialGuess,5,23,0.732000,0.732000,12.536000,12.066700
0,initialGuess,5,27,0.732000,0.732000,15.432151,7.305000
0,initialGuess,5,28,0.732000,0.732000,13.576069,9.911200
0,initialGuess,5,29,0.732000,0.732000,12.727922,6.887300
0,initialGuess,5,30,0.732000,0.732000,13.576069,4.223200
0,initialGuess,5,31,0.732000,0.732000,15.432151,9.223700
0,initialGuess,6,0,2.500000,0.000000,3.535534,4.558600
0,initialGuess,6,1,2.500000,0.000000,4.619702,12.986100
0,initialGuess,6,2,2.500000,0.000000,5.000000,10.656400
0,initialGuess,6,3,2.500000,0.000000,4.619702,5.281700
0,initialGuess,6,4,2.500000,0.000000,3.535534,12.412100
0,initialGuess,6,5,2.500000,0.000000,1.913543,6.740000
0,initialGuess,6,7,2.500000,0.000000,1.913543,2.259900
0,initialGuess,6,8,2.500000,0.000000,11.768602,2.474700
0,initialGuess,6,9,2.500000,0.000000,13.385277,5.425800
0,initialGuess,6,10,2.500000,0.000000,14.000000,11.126800
0,initialGuess,6,11,2.500000,0.000000,13.385277,4.906700
0,initialGuess,6,12,2.500000,0.000000,11.768602,7.669900
0,initialGuess,6,13,2.500000,0.000000,9.891292,6.496900
0,initialGuess,6,14,2.500000,0.000000,9.000000,2.041300
0,initialGuess,6,15,2.500000,0.000000,9.891292,4.563900
0,initialGuess,6,16,2.500000,0.000000,11.768602,8.713800
0,initialGuess,6,17,2.500000,0.000000,11.582990,6.354000
0,initialGuess,6,18,2.500000,0.000000,10.295630,11.329200
0,initialGuess,6,19,2.500000,0.000000,8.397479,8.046100
0,initialGuess,6,20,2.500000,0.000000,6.964194,3.558600
0,initialGuess,6,21,2.500000,0.000000,7.268951,6.024700
0,initialGuess,6,22,2.500000,0.000000,9.000000,13.192100
0,initialGuess,6,23,2.500000,0.000000,10.792852,13.306000
0,initialGuess,6,27,2.500000,0.000000,15.110978,13.251800
0,initialGuess,6,28,2.500000,0.000000,13.209845,9.728800
0,initialGuess,6,29,2.500000,0.000000,12.124918,9.154800
0,initialGuess,6,30,2.500000,0.000000,12.727922,9.716500
0,initialGuess,6,31,2.500000,0.000000,14.514188,10.735300
0,initialGuess,6,36,2.500000,0.000000,15.700318,8.071000
0,initialGuess,7,0,4.268000,0.732000,1.913543,3.199900
0,initialGuess,7,1,4.268000,0.732000,3.536000,5.728500
0,initialGuess,7,2,4.268000,0.732000,4.619702,7.573300
0,initialGuess,7,3,4.268000,0.732000,5.000659,8.939500
0,initialGuess,7,4,4.268000,0.732000,4.619702,7.315200
0,initialGuess,7,5,4.268000,0.732000,3.536000,7.793600
0,initialGuess,7,6,4.268000,0.732000,1.913543,3.356400
0,initialGuess,7,8,4.268000,0.732000,10.792852,13.893700
0,initialGuess,7,9,4.268000,0.732000,12.536000,8.725800
0,initialGuess,7,10,4.268000,0.732000,13.385277,5.345900
0,initialGuess,7,11,4.268000,0.732000,13.025152,1.810900
0,initialGuess,7,12,4.268000,0.732000,11.582990,10.362100
0,initialGuess,7,13,4.268000,0.732000,9.669710,7.702300
0,initialGuess,7,14,4.268000,0.732000,8.454919,6.459500
0,initialGuess,7,15,4.268000,0.732000,9.000000,9.563300
0,initialGuess,7,16,4.268000,0.732000,9.891292,12.470800
0,initialGuess,7,17,4.268000,0.732000,9.669710,13.783400
0,initialGuess,7,18,4.268000,0.732000,8.397479,10.562100
0,initialGuess,7,19,4.268000,0.732000,6.508348,6.545700
0,initialGuess,7,20,4.268000,0.732000,5.051500,6.448500
0,initialGuess,7,21,4.268000,0.732000,5.464000,5.713700
0,initialGuess,7,22,4.268000,0.732000,7.268951,6.891300
0,initialGuess,7,23,4.268000,0.732000,9.000000,7.171300
0,initialGuess,7,24,4.268000,0.732000,14.514188,8.082600
0,initialGuess,7,25,4.268000,0.732000,15.432151,5.401900
0,initialGuess,7,26,4.268000,0.732000,15.110978,11.959500
0,initialGuess,7,27,4.268000,0.732000,13.675035,6.151800
0,initialGuess,7,28,4.268000,0.732000,11.761873,8.678800
0,initialGuess,7,29,4.268000,0.732000,10.528784,9.054700
0,initialGuess,7,30,4.268000,0.732000,10.984610,14.467100
0,initialGuess,7,31,4.268000,0.732000,12.727922,5.974100
0,initialGuess,7,35,4.268000,0.732000,14.889949,11.474400
0,initialGuess,7,36,4.268000,0.732000,13.845348,10.057300
0,initialGuess,7,37,4.268000,0.732000,14.464000,13.330700
0,initialGuess,8,0,5.000000,11.500000,9.000000,9.544500
0,initialGuess,8,1,5.000000,11.500000,7.268951,5.658800
0,initialGuess,8,2,5.000000,11.500000,6.964194,6.478000
0,initialGuess,8,3,5.000000,11.500000,8.397479,6.723600
0,initialGuess,8,4,5.000000,11.500000,10.295630,9.185300
0,initialGuess,8,5,5.000000,11.500000,11.582990,9.479800
0,initialGuess,8,6,5.000000,11.500000,11.768602,13.145600
0,initialGuess,8,7,5.000000,11.500000,10.792852,6.535500
0,initialGuess,8,9,5.000000,11.500000,1.913543,7.645200
0,initialGuess,8,10,5.000000,11.500000,3.535534,7.380000
0,initialGuess,8,11,5.000000,11.500000,4.619702,6.148300
0,initialGuess,8,12,5.000000,11.500000,5.000000,5.229900
0,initialGuess,8,13,5.000000,11.500000,4.619702,10.833900
0,initialGuess,8,14,5.000000,11.500000,3.535534,4.858200
0,initialGuess,8,15,5.000000,11.500000,1.913543,3.498600
0,initialGuess,8,16,5.000000,11.500000,12.727922,14.725300
0,initialGuess,8,17,5.000000,11.500000,10.984610,6.823000
0,initialGuess,8,18,5.000000,11.500000,9.192388,4.004700
0,initialGuess,8,19,5.000000,11.500000,8.642549,7.146700
0,initialGuess,8,20,5.000000,11.500000,9.848858,7.111000
0,initialGuess,8,21,5.000000,11.500000,11.761873,9.399400
0,initialGuess,8,22,5.000000,11.500000,13.209845,11.054000
0,initialGuess,8,23,5.000000,11.500000,13.576069,11.793000
0,initialGuess,8,24,5.000000,11.500000,9.000000,9.574100
0,initialGuess,8,25,5.000000,11.500000,8.454919,13.200200
0,initialGuess,8,26,5.000000,11.500000,6.964194,14.581800
0,initialGuess,8,27,5.000000,11.500000,5.051500,6.973700
0,initialGuess,8,28,5.000000,11.500000,4.000000,6.046200
0,initialGuess,8,29,5.000000,11.500000,5.051500,2.928300
0,initialGuess,8,30,5.000000,11.500000,6.964194,10.663500
0,initialGuess,8,31,5.000000,11.500000,8.454919,6.333000
0,initialGuess,8,35,5.000000,11.500000,15.519976,11.633300
0,initialGuess,8,36,5.000000,11.500000,15.811388,4.946300
0,initialGuess,8,42,5.000000,11.500000,15.700318,10.138200
0,initialGuess,8,43,5.000000,11.500000,13.845348,9.497400
0,initialGuess,8,44,5.000000,11.500000,13.000000,10.791200
0,initialGuess,8,45,5.000000,11.500000,13.845348,9.950500
0,initialGuess,8,46,5.000000,11.500000,15.700318,12.345200
0,initialGuess,9,0,4.268000,13.268000,10.792852,14.171200
0,initialGuess,9,1,4.268000,13.268000,9.000000,11.489400
0,initialGuess,9,2,4.268000,13.268000,8.454919,4.460700
0,initialGuess,9,3,4.268000,13.268000,9.669710,15.139500
0,initialGuess,9,4,4.268000,13.268000,11.582990,5.336400
0,initialGuess,9,5,4.268000,13.268000,13.025152,11.391000
0,initialGuess,9,6,4.268000,13.268000,13.385277,10.915500
0,initialGuess,9,7,4.268000,13.268000,12.536000,14.733800
0,initialGuess,9,8,4.268000,13.268000,1.913543,6.539500
0,initialGuess,9,10,4.268000,13.268000,1.913543,4.405200
0,initialGuess,9,11,4.268000,13.268000,3.536000,2.538000
0,initialGuess,9,12,4.268000,13.268000,4.619702,7.667000
0,initialGuess,9,13,4.268000,13.268000,5.000659,3.942200
0,initialGuess,9,14,4.268000,13.268000,4.619702,4.684900
0,initialGuess,9,15,4.268000,13.268000,3.536000,4.461900
0,initialGuess,9,16,4.268000,13.268000,14.514188,8.521200
0,initialGuess,9,17,4.268000,13.268000,12.727922,5.470800
0,initialGuess,9,18,4.268000,13.268000,10.984610,7.724000
0,initialGuess,9,19,4.268000,13.268000,10.528784,7.746800
0,initialGuess,9,20,4.268000,13.268000,11.761873,6.889900
0,initialGuess,9,21,4.268000,13.268000,13.675035,13.546500
0,initialGuess,9,22,4.268000,13.268000,15.110978,13.855400
0,initialGuess,9,23,4.268000,13.268000,15.432151,5.396800
0,initialGuess,9,24,4.268000,13.268000,9.891292,6.353800
0,initialGuess,9,25,4.268000,13.268000,9.000000,7.274700
0,initialGuess,9,26,4.268000,13.268000,7.268951,7.520400
0,initialGuess,9,27,4.268000,13.268000,5.464000,13.613400
0,initialGuess,9,28,4.268000,13.268000,5.051500,4.526100
0,initialGuess,9,29,4.268000,13.268000,6.508348,13.447300
0,initialGuess,9,30,4.268000,13.268000,8.397479,4.187400
0,initialGuess,9,31,4.268000,13.268000,9.669710,9.526400
0,initialGuess,9,43,4.268000,13.268000,14.464000,13.082000
0,initialGuess,9,44,4.268000,13.268000,13.845348,7.013500
0,initialGuess,9,45,4.268000,13.268000,14.889949,8.539800
0,initialGuess,10,0,2.500000,14.000000,11.768602,12.589100
0,initialGuess,10,1,2.500000,14.000000,9.891292,6.493200
0,initialGuess,10,2,2.500000,14.000000,9.000000,6.701300
0,initialGuess,10,3,2.500000,14.000000,9.891292,9.361900
0,initialGuess,10,4,2.500000,14.000000,11.768602,6.492900
0,initialGuess,10,5,2.500000,14.000000,13.385277,8.792000
0,initialGuess,10,6,2.500000,14.000000,14.000000,10.193400
0,initialGuess,10,7,2.500000,14.000000,13.385277,8.079900
0,initialGuess,10,8,2.500000,14.000000,3.535534,6.023000
0,initialGuess,10,9,2.500000,14.000000,1.913543,2.648000
0,initialGuess,10,11,2.500000,14.000000,1.913543,4.124800
0,initialGuess,10,12,2.500000,14.000000,3.535534,4.933000
0,initialGuess,10,13,2.500000,14.000000,4.619702,11.222000
0,initialGuess,10,14,2.500000,14.000000,5.000000,7.913100
0,initialGuess,10,15,2.500000,14.000000,4.619702,6.772000
0,initialGuess,10,17,2.500000,14.000000,14.514188,6.047000
0,initialGuess,10,18,2.500000,14.000000,12.727922,6.214600
0,initialGuess,10,19,2.500000,14.000000,12.124918,4.183200
0,initialGuess,10,20,2.500000,14.000000,13.209845,10.155000
0,initialGuess,10,21,2.500000,14.000000,15.110978,12.680900
0,initialGuess,10,24,2.500000,14.000000,11.768602,15.280500
0,initialGuess,10,25,2.500000,14.000000,10.792852,6.838800
0,initialGuess,10,26,2.500000,14.000000,9.000000,3.306700
0,initialGuess,10,27,2.500000,14.000000,7.268951,7.838700
0,initialGuess,10,28,2.500000,14.000000,6.964194,13.966100
0,initialGuess,10,29,2.500000,14.000000,8.397479,8.195800
0,initialGuess,10,30,2.500000,14.000000,10.295630,10.915700
0,initialGuess,10,31,2.500000,14.000000,11.582990,9.869000
0,initialGuess,10,44,2.500000,14.000000,15.700318,5.171500
0,initialGuess,11,0,0.732000,13.268000,11.582990,13.294700
0,initialGuess,11,1,0.732000,13.268000,9.669710,13.593400
0,initialGuess,11,2,0.732000,13.268000,8.454919,9.627300
0,initialGuess,11,3,0.732000,13.268000,9.000000,8.967300
0,initialGuess,11,4,0.732000,13.268000,10.792852,10.871200
0,initialGuess,11,5,0.732000,13.268000,12.536000,7.062500
0,initialGuess,11,6,0.732000,13.268000,13.385277,10.854700
0,initialGuess,11,7,0.732000,13.268000,13.025152,6.242700
0,initialGuess,11,8,0.732000,13.268000,4.619702,7.513500
0,initialGuess,11,9,0.732000,13.268000,3.536000,4.335000
0,initialGuess,11,10,0.732000,13.268000,1.913543,7.118000
0,initialGuess,11,12,0.732000,13.268000,1.913543,4.521900
0,initialGuess,11,13,0.732000,13.268000,3.536000,6.841200
0,initialGuess,11,14,0.732000,13.268000,4.619702,4.085800
0,initialGuess,11,15,0.732000,13.268000,5.000659,9.272200
0,initialGuess,11,17,0.732000,13.268000,15.432151,7.219200
0,initialGuess,11,18,0.732000,13.268000,13.576069,5.587900
0,initialGuess,11,19,0.732000,13.268000,12.727922,4.087200
0,initialGuess,11,20,0.732000,13.268000,13.576069,6.756600
0,initialGuess,11,21,0.732000,13.268000,15.432151,13.074200
0,initialGuess,11,24,0.732000,13.268000,13.385277,9.931200
0,initialGuess,11,25,0.732000,13.268000,12.536000,15.228300
0,initialGuess,11,26,0.732000,13.268000,10.792852,9.588500
0,initialGuess,11,27,0.732000,13.268000,9.000000,8.799600
0,initialGuess,11,28,0.732000,13.268000,8.454919,8.674200
0,initialGuess,11,29,0.732000,13.268000,9.669710,12.758600
0,initialGuess,11,30,0.732000,13.268000,11.582990,6.115200
0,initialGuess,11,31,0.732000,13.268000,13.025152,12.713800
0,initialGuess,12,0,0.000000,11.500000,10.295630,10.994100
0,initialGuess,12,1,0.000000,11.500000,8.397479,9.543200
0,initialGuess,12,2,0.000000,11.500000,6.964194,2.219400
0,initialGuess,12,3,0.000000,11.500000,7.268951,9.084900
0,initialGuess,12,4,0.000000,11.500000,9.000000,5.150100
0,initialGuess,12,5,0.000000,11.500000,10.792852,5.547200
0,initialGuess,12,6,0.000000,11.500000,11.768602,15.308100
0,initialGuess,12,7,0.000000,11.500000,11.582990,6.044800
0,initialGuess,12,8,0.000000,11.500000,5.000000,4.952800
0,initialGuess,12,9,0.000000,11.500000,4.619702,2.709500
0,initialGuess,12,10,0.000000,11.500000,3.535534,2.940400
0,initialGuess,12,11,0.000000,11.500000,1.913543,15.128200
0,initialGuess,12,13,0.000000,11.500000,1.913543,7.653100
0,initialGuess,12,14,0.000000,11.500000,3.535534,3.774000
0,initialGuess,12,15,0.000000,11.500000,4.619702,11.650000
0,initialGuess,12,17,0.000000,11.500000,15.110978,6.386600
0,initialGuess,12,18,0.000000,11.500000,13.209845,14.975700
0,initialGuess,12,19,0.000000,11.500000,12.124918,10.477700
0,initialGuess,12,20,0.000000,11.500000,12.727922,6.055700
0,initialGuess,12,21,0.000000,11.500000,14.514188,8.452600
0,initialGuess,12,24,0.000000,11.500000,14.000000,13.834400
0,initialGuess,12,25,0.000000,11.500000,13.385277,8.304500
0,initialGuess,12,26,0.000000,11.500000,11.768602,13.741900
0,initialGuess,12,27,0.000000,11.500000,9.891292,10.249700
0,initialGuess,12,28,0.000000,11.500000,9.000000,13.310700
0,initialGuess,12,29,0.000000,11.500000,9.891292,1.953400
0,initialGuess,12,30,0.000000,11.500000,11.768602,9.281000
0,initialGuess,12,31,0.000000,11.500000,13.385277,5.416700
0,initialGuess,13,0,0.732000,9.732000,8.397479,13.755400
0,initialGuess,13,1,0.732000,9.732000,6.508348,4.831700
0,initialGuess,13,2,0.732000,9.732000,5.051500,5.103300
0,initialGuess,13,3,0.732000,9.732000,5.464000,6.229000
0,initialGuess,13,4,0.732000,9.732000,7.268951,5.335800
0,initialGuess,13,5,0.732000,9.732000,9.000000,7.533800
0,initialGuess,13,6,0.732000,9.732000,9.891292,12.777200
0,initialGuess,13,7,0.732000,9.732000,9.669710,12.501500
0,initialGuess,13,8,0.732000,9.732000,4.619702,8.860700
0,initialGuess,13,9,0.732000,9.732000,5.000659,14.396700
0,initialGuess,13,10,0.732000,9.732000,4.619702,13.618000
0,initialGuess,13,11,0.732000,9.732000,3.536000,5.021700
0,initialGuess,13,12,0.732000,9.732000,1.913543,16.385900
0,initialGuess,13,14,0.732000,9.732000,1.913543,4.130200
0,initialGuess,13,15,0.732000,9.732000,3.536000,4.971400
0,initialGuess,13,16,0.732000,9.732000,15.110978,11.391700
0,initialGuess,13,17,0.732000,9.732000,13.675035,14.079200
0,initialGuess,13,18,0.732000,9.732000,11.761873,7.649800
0,initialGuess,13,19,0.732000,9.732000,10.528784,13.708700
0,initialGuess,13,20,0.732000,9.732000,10.984610,11.293100
0,initialGuess,13,21,0.732000,9.732000,12.727922,9.246400
0,initialGuess,13,22,0.732000,9.732000,14.514188,10.848600
0,initialGuess,13,23,0.732000,9.732000,15.432151,10.640600
