round,part,recording,neighbor,X,Y,reference,guess
0,initialGuess,1,11,1.500000,0.000000,9.124144,14.201900
0,initialGuess,1,12,1.500000,0.000000,4.500000,3.862900
0,initialGuess,1,13,1.500000,0.000000,6.000000,3.366800
0,initialGuess,1,14,1.500000,0.000000,7.500000,13.294100
0,initialGuess,1,15,1.500000,0.000000,5.147815,8.277700
0,initialGuess,1,16,1.500000,0.000000,6.500000,6.746200
0,initialGuess,1,17,1.500000,0.000000,7.905694,6.938200
0,initialGuess,1,18,1.500000,0.000000,7.905694,4.759100
0,initialGuess,1,19,1.500000,0.000000,8.845903,4.798700
0,initialGuess,1,20,1.500000,0.000000,9.924717,9.410200
0,initialGuess,1,21,1.500000,0.000000,10.062306,15.084600
0,initialGuess,1,22,1.500000,0.000000,10.816654,11.138200
0,initialGuess,1,23,1.500000,0.000000,11.715375,9.812100
0,initialGuess,1,24,1.500000,0.000000,10.500000,10.262700
0,initialGuess,1,25,1.500000,0.000000,12.000000,14.102900
0,initialGuess,1,26,1.500000,0.000000,13.500000,8.482700
0,initialGuess,1,27,1.500000,0.000000,10.793517,8.164900
0,initialGuess,1,28,1.500000,0.000000,12.257651,5.023100
0,initialGuess,1,29,1.500000,0.000000,13.729530,14.350300
0,initialGuess,1,30,1.500000,0.000000,12.349089,8.169100
0,initialGuess,1,31,1.500000,0.000000,13.647344,12.557600
0,initialGuess,1,32,1.500000,0.000000,14.983324,10.245600
0,initialGuess,1,33,1.500000,0.000000,13.829317,9.167600
0,initialGuess,1,34,1.500000,0.000000,15.000000,10.308100
0,initialGuess,2,0,3.000000,0.000000,3.000000,3.053100
0,initialGuess,2,1,3.000000,0.000000,1.500000,5.945300
0,initialGuess,2,3,3.000000,0.000000,3.905125,3.445300
0,initialGuess,2,4,3.000000,0.000000,2.915476,16.962000
0,initialGuess,2,5,3.000000,0.000000,2.500000,5.002000
0,initialGuess,2,6,3.000000,0.000000,7.158911,7.588100
0,initialGuess,2,7,3.000000,0.000000,6.670832,12.396500
0,initialGuess,2,8,3.000000,0.000000,6.500000,5.532900
0,initialGuess,2,9,3.000000,0.000000,9.486833,8.519700
0,initialGuess,2,10,3.000000,0.000000,9.124144,3.246800
0,initialGuess,2,11,3.000000,0.000000,9.000000,7.986400
0,initialGuess,2,12,3.000000,0.000000,3.000000,4.923000
0,initialGuess,2,13,3.000000,0.000000,4.500000,4.011600
0,initialGuess,2,14,3.000000,0.000000,6.000000,10.978400
0,initialGuess,2,15,3.000000,0.000000,3.905125,6.341500
0,initialGuess,2,16,3.000000,0.000000,5.147815,5.489400
0,initialGuess,2,17,3.000000,0.000000,6.500000,3.151400
0,initialGuess,2,18,3.000000,0.000000,7.158911,6.298600
0,initialGuess,2,19,3.000000,0.000000,7.905694,7.344900
0,initialGuess,2,20,3.000000,0.000000,8.845903,6.182400
0,initialGuess,2,21,3.000000,0.000000,9.486833,7.505900
0,initialGuess,2,22,3.000000,0.000000,10.062306,8.157600
0,initialGuess,2,23,3.000000,0.000000,10.816654,12.019600
0,initialGuess,2,24,3.000000,0.000000,9.000000,3.449200
0,initialGuess,2,25,3.000000,0.000000,10.500000,10.196300
0,initialGuess,2,26,3.000000,0.000000,12.000000,12.961000
0,initialGuess,2,27,3.000000,0.000000,9.340771,4.455600
0,initialGuess,2,28,3.000000,0.000000,10.793517,11.947900
0,initialGuess,2,29,3.000000,0.000000,12.257651,14.659600
0,initialGuess,2,30,3.000000,0.000000,11.101802,14.607900
0,initialGuess,2,31,3.000000,0.000000,12.349089,5.279700
0,initialGuess,2,32,3.000000,0.000000,13.647344,9.244900
0,initialGuess,2,33,3.000000,0.000000,12.727922,9.030200
0,initialGuess,2,34,3.000000,0.000000,13.829317,4.045500
0,initialGuess,2,35,3.000000,0.000000,15.000000,7.027100
0,initialGuess,3,0,0.000000,2.500000,2.500000,4.214900
0,initialGuess,3,1,0.000000,2.500000,2.915476,2.614400
0,initialGuess,3,2,0.000000,2.500000,3.905125,3.993400
0,initialGuess,3,4,0.000000,2.500000,1.500000,5.591900
0,initialGuess,3,5,0.000000,2.500000,3.000000,4.133300
0,initialGuess,3,6,0.000000,2.500000,4.000000,12.657800
0,initialGuess,3,7,0.000000,2.500000,4.272002,11.082000
0,initialGuess,3,8,0.000000,2.500000,5.000000,5.578200
0,initialGuess,3,9,0.000000,2.500000,6.500000,1.583000
0,initialGuess,3,10,0.000000,2.500000,6.670832,3.882000
0,initialGuess,3,11,0.000000,2.500000,7.158911,4.662400
0,initialGuess,3,12,0.000000,2.500000,6.500000,8.416900
0,initialGuess,3,13,0.000000,2.500000,7.905694,13.621000
0,initialGuess,3,14,0.000000,2.500000,9.340771,8.662900
0,initialGuess,3,15,0.000000,2.500000,6.000000,4.305500
0,initialGuess,3,16,0.000000,2.500000,7.500000,3.175600
0,initialGuess,3,17,0.000000,2.500000,9.000000,6.798700
0,initialGuess,3,18,0.000000,2.500000,7.211103,6.605700
0,initialGuess,3,19,0.000000,2.500000,8.500000,7.827300
0,initialGuess,3,20,0.000000,2.500000,9.848858,11.264900
0,initialGuess,3,21,0.000000,2.500000,8.845903,6.447100
0,initialGuess,3,22,0.000000,2.500000,9.924717,12.625200
0,initialGuess,3,23,0.000000,2.500000,11.101802,12.062500
0,initialGuess,3,24,0.000000,2.500000,12.257651,9.709800
0,initialGuess,3,25,0.000000,2.500000,13.729530,14.380700
0,initialGuess,3,26,0.000000,2.500000,15.206906,13.701400
0,initialGuess,3,27,0.000000,2.500000,12.000000,5.777000
0,initialGuess,3,28,0.000000,2.500000,13.500000,8.002800
0,initialGuess,3,29,0.000000,2.500000,15.000000,6.043400
0,initialGuess,3,30,0.000000,2.500000,12.649111,13.993900
0,initialGuess,3,31,0.000000,2.500000,14.080128,10.791200
0,initialGuess,3,32,0.000000,2.500000,15.524175,4.866000
0,initialGuess,3,33,0.000000,2.500000,13.647344,7.673200
0,initialGuess,3,34,0.000000,2.500000,14.983324,12.839200
0,initialGuess,4,0,1.500000,2.500000,2.915476,16.379600
0,initialGuess,4,1,1.500000,2.500000,2.500000,8.704200
0,initialGuess,4,2,1.500000,2.500000,2.915476,2.844200
0,initialGuess,4,3,1.500000,2.500000,1.500000,5.085100
0,initialGuess,4,5,1.500000,2.500000,1.500000,7.304900
0,initialGuess,4,6,1.500000,2.500000,4.272002,9.323700
0,initialGuess,4,7,1.500000,2.500000,4.000000,4.664200
0,initialGuess,4,8,1.500000,2.500000,4.272002,8.621400
0,initialGuess,4,9,1.500000,2.500000,6.670832,5.876300
0,initialGuess,4,10,1.500000,2.500000,6.500000,6.348800
0,initialGuess,4,11,1.500000,2.500000,6.670832,6.933400
0,initialGuess,4,12,1.500000,2.500000,5.147815,7.147100
0,initialGuess,4,13,1.500000,2.500000,6.500000,13.116700
0,initialGuess,4,14,1.500000,2.500000,7.905694,5.103600
0,initialGuess,4,15,1.500000,2.500000,4.500000,4.148700
0,initialGuess,4,16,1.500000,2.500000,6.000000,2.910900
0,initialGuess,4,17,1.500000,2.500000,7.500000,7.072400
0,initialGuess,4,18,1.500000,2.500000,6.020797,2.408700
0,initialGuess,4,19,1.500000,2.500000,7.211103,4.847500
0,initialGuess,4,20,1.500000,2.500000,8.500000,6.963100
0,initialGuess,4,21,1.500000,2.500000,7.905694,10.794300
0,initialGuess,4,22,1.500000,2.500000,8.845903,7.826700
0,initialGuess,4,23,1.500000,2.500000,9.924717,14.808600
0,initialGuess,4,24,1.500000,2.500000,10.793517,15.408100
0,initialGuess,4,25,1.500000,2.500000,12.257651,6.722000
0,initialGuess,4,26,1.500000,2.500000,13.729530,4.691000
0,initialGuess,4,27,1.500000,2.500000,10.500000,16.990800
0,initialGuess,4,28,1.500000,2.500000,12.000000,6.853400
0,initialGuess,4,29,1.500000,2.500000,13.500000,6.460400
0,initialGuess,4,30,1.500000,2.500000,11.236103,9.036400
0,initialGuess,4,31,1.500000,2.500000,12.649111,11.398100
0,initialGuess,4,32,1.500000,2.500000,14.080128,10.975600
0,initialGuess,4,33,1.500000,2.500000,12.349089,12.546600
0,initialGuess,4,34,1.500000,2.500000,13.647344,12.223100
0,initialGuess,4,35,1.500000,2.500000,14.983324,14.100800
0,initialGuess,5,0,3.000000,2.500000,3.905125,6.019900
0,initialGuess,5,1,3.000000,2.500000,2.915476,3.283000
0,initialGuess,5,2,3.000000,2.500000,2.500000,7.120400
0,initialGuess,5,3,3.000000,2.500000,3.000000,4.369500
0,initialGuess,5,4,3.000000,2.500000,1.500000,3.376800
0,initialGuess,5,6,3.000000,2.500000,5.000000,5.002900
0,initialGuess,5,7,3.000000,2.500000,4.272002,8.157200
0,initialGuess,5,8,3.000000,2.500000,4.000000,5.842700
0,initialGuess,5,9,3.000000,2.500000,7.158911,8.730700
0,initialGuess,5,10,3.000000,2.500000,6.670832,5.889700
0,initialGuess,5,11,3.000000,2.500000,6.500000,13.518000
0,initialGuess,5,12,3.000000,2.500000,3.905125,5.147600
0,initialGuess,5,13,3.000000,2.500000,5.147815,5.099800
0,initialGuess,5,14,3.000000,2.500000,6.500000,7.525900
0,initialGuess,5,15,3.000000,2.500000,3.000000,8.287300
0,initialGuess,5,16,3.000000,2.500000,4.500000,10.668900
0,initialGuess,5,17,3.000000,2.500000,6.000000,6.598700
0,initialGuess,5,18,3.000000,2.500000,5.000000,9.009000
0,initialGuess,5,19,3.000000,2.500000,6.020797,4.448000
0,initialGuess,5,20,3.000000,2.500000,7.211103,7.022900
0,initialGuess,5,21,3.000000,2.500000,7.158911,5.676900
0,initialGuess,5,22,3.000000,2.500000,7.905694,2.165900
0,initialGuess,5,23,3.000000,2.500000,8.845903,6.516700
0,initialGuess,5,24,3.000000,2.500000,9.340771,6.771800
0,initialGuess,5,25,3.000000,2.500000,10.793517,14.489700
0,initialGuess,5,26,3.000000,2.500000,12.257651,12.932300
0,initialGuess,5,27,3.000000,2.500000,9.000000,6.360600
0,initialGuess,5,28,3.000000,2.500000,10.500000,16.670800
0,initialGuess,5,29,3.000000,2.500000,12.000000,11.971300
0,initialGuess,5,30,3.000000,2.500000,9.848858,3.933200
0,initialGuess,5,31,3.000000,2.500000,11.236103,2.474700
0,initialGuess,5,32,3.000000,2.500000,12.649111,5.425800
0,initialGuess,5,33,3.000000,2.500000,11.101802,10.315300
0,initialGuess,5,34,3.000000,2.500000,12.349089,4.906700
0,initialGuess,5,35,3.000000,2.500000,13.647344,8.753900
0,initialGuess,6,0,0.000000,6.500000,6.500000,4.120900
0,initialGuess,6,1,0.000000,6.500000,6.670832,0.650100
0,initialGuess,6,2,0.000000,6.500000,7.158911,4.080700
0,initialGuess,6,3,0.000000,6.500000,4.000000,6.021400
0,initialGuess,6,4,0.000000,6.500000,4.272002,4.395500
0,initialGuess,6,5,0.000000,6.500000,5.000000,7.914000
0,initialGuess,6,7,0.000000,6.500000,1.500000,5.469000
0,initialGuess,6,8,0.000000,6.500000,3.000000,2.943000
0,initialGuess,6,9,0.000000,6.500000,2.500000,3.781700
0,initialGuess,6,10,0.000000,6.500000,2.915476,15.556700
0,initialGuess,6,11,0.000000,6.500000,3.905125,10.017300
0,initialGuess,6,12,0.000000,6.500000,8.845903,9.754700
0,initialGuess,6,13,0.000000,6.500000,9.924717,10.339100
0,initialGuess,6,14,0.000000,6.500000,11.101802,9.154800
0,initialGuess,6,15,0.000000,6.500000,7.211103,7.549200
0,initialGuess,6,16,0.000000,6.500000,8.500000,7.631500
0,initialGuess,6,17,0.000000,6.500000,9.848858,7.542400
0,initialGuess,6,18,0.000000,6.500000,6.000000,4.015600
0,initialGuess,6,19,0.000000,6.500000,7.500000,6.653700
0,initialGuess,6,20,0.000000,6.500000,9.000000,7.979100
0,initialGuess,6,21,0.000000,6.500000,6.500000,9.212700
0,initialGuess,6,22,0.000000,6.500000,7.905694,7.766600
0,initialGuess,6,23,0.000000,6.500000,9.340771,11.014400
0,initialGuess,6,24,0.000000,6.500000,13.647344,7.086700
0,initialGuess,6,25,0.000000,6.500000,14.983324,13.771400
0,initialGuess,6,27,0.000000,6.500000,12.649111,8.725800
0,initialGuess,6,28,0.000000,6.500000,14.080128,5.902000
0,initialGuess,6,29,0.000000,6.500000,15.524175,3.253900
0,initialGuess,6,30,0.000000,6.500000,12.000000,10.362100
0,initialGuess,6,31,0.000000,6.500000,13.500000,7.334800
0,initialGuess,6,32,0.000000,6.500000,15.000000,9.137400
0,initialGuess,6,33,0.000000,6.500000,12.257651,12.651300
0,initialGuess,6,34,0.000000,6.500000,13.729530,12.878100
0,initialGuess,6,35,0.000000,6.500000,15.206906,13.709900
0,initialGuess,7,0,1.500000,6.500000,6.670832,12.462000
0,initialGuess,7,1,1.500000,6.500000,6.500000,6.545700
0,initialGuess,7,2,1.500000,6.500000,6.670832,6.158700
0,initialGuess,7,3,1.500000,6.500000,4.272002,5.700300
0,initialGuess,7,4,1.500000,6.500000,4.000000,5.996800
0,initialGuess,7,5,1.500000,6.500000,4.272002,6.346800
0,initialGuess,7,6,1.500000,6.500000,1.500000,3.700800
0,initialGuess,7,8,1.500000,6.500000,1.500000,2.218100
0,initialGuess,7,9,1.500000,6.500000,2.915476,6.034600
0,initialGuess,7,10,1.500000,6.500000,2.500000,2.815400
0,initialGuess,7,11,1.500000,6.500000,2.915476,4.403800
0,initialGuess,7,12,1.500000,6.500000,7.905694,6.794200
0,initialGuess,7,13,1.500000,6.500000,8.845903,12.802000
0,initialGuess,7,14,1.500000,6.500000,9.924717,5.879700
0,initialGuess,7,15,1.500000,6.500000,6.020797,7.363800
0,initialGuess,7,16,1.500000,6.500000,7.211103,7.135400
0,initialGuess,7,17,1.500000,6.500000,8.500000,9.916600
0,initialGuess,7,18,1.500000,6.500000,4.500000,9.678300
0,initialGuess,7,19,1.500000,6.500000,6.000000,4.577200
0,initialGuess,7,20,1.500000,6.500000,7.500000,7.391100
0,initialGuess,7,21,1.500000,6.500000,5.147815,5.873400
0,initialGuess,7,22,1.500000,6.500000,6.500000,5.929500
0,initialGuess,7,23,1.500000,6.500000,7.905694,7.404500
0,initialGuess,7,24,1.500000,6.500000,12.349089,13.145600
0,initialGuess,7,25,1.500000,6.500000,13.647344,6.912600
0,initialGuess,7,26,1.500000,6.500000,14.983324,13.203900
0,initialGuess,7,27,1.500000,6.500000,11.236103,10.140600
0,initialGuess,7,28,1.500000,6.500000,12.649111,8.683800
0,initialGuess,7,29,1.500000,6.500000,14.080128,8.924600
0,initialGuess,7,30,1.500000,6.500000,10.500000,13.321400
0,initialGuess,7,31,1.500000,6.500000,12.000000,7.030700
0,initialGuess,7,32,1.500000,6.500000,13.500000,6.820300
0,initialGuess,7,33,1.500000,6.500000,10.793517,15.588600
0,initialGuess,7,34,1.500000,6.500000,12.257651,6.628800
0,initialGuess,7,35,1.500000,6.500000,13.729530,5.487400
0,initialGuess,8,0,3.000000,6.500000,7.158911,7.146700
0,initialGuess,8,1,3.000000,6.500000,6.670832,4.564800
0,initialGuess,8,2,3.000000,6.500000,6.500000,6.437900
0,initialGuess,8,3,3.000000,6.500000,5.000000,7.964700
0,initialGuess,8,4,3.000000,6.500000,4.272002,8.313500
0,initialGuess,8,5,3.000000,6.500000,4.000000,9.698900
0,initialGuess,8,6,3.000000,6.500000,3.000000,15.566900
0,initialGuess,8,7,3.000000,6.500000,1.500000,17.105600
0,initialGuess,8,9,3.000000,6.500000,3.905125,6.816500
0,initialGuess,8,10,3.000000,6.500000,2.915476,4.436000
0,initialGuess,8,11,3.000000,6.500000,2.500000,2.398800
0,initialGuess,8,12,3.000000,6.500000,7.158911,9.056500
0,initialGuess,8,13,3.000000,6.500000,7.905694,6.333000
0,initialGuess,8,14,3.000000,6.500000,8.845903,8.213500
0,initialGuess,8,15,3.000000,6.500000,5.000000,2.291700
0,initialGuess,8,16,3.000000,6.500000,6.020797,6.270200
0,initialGuess,8,17,3.000000,6.500000,7.211103,6.709600
0,initialGuess,8,18,3.000000,6.500000,3.000000,5.601200
0,initialGuess,8,19,3.000000,6.500000,4.500000,6.193500
0,initialGuess,8,20,3.000000,6.500000,6.000000,8.462000
0,initialGuess,8,21,3.000000,6.500000,3.905125,10.541600
0,initialGuess,8,22,3.000000,6.500000,5.147815,11.536800
0,initialGuess,8,23,3.000000,6.500000,6.500000,3.211600
0,initialGuess,8,24,3.000000,6.500000,11.101802,14.325400
0,initialGuess,8,25,3.000000,6.500000,12.349089,5.336400
0,initialGuess,8,26,3.000000,6.500000,13.647344,12.030800
0,initialGuess,8,27,3.000000,6.500000,9.848858,11.281700
0,initialGuess,8,28,3.000000,6.500000,11.236103,14.733800
0,initialGuess,8,29,3.000000,6.500000,12.649111,11.792500
0,initialGuess,8,30,3.000000,6.500000,9.000000,6.891300
0,initialGuess,8,31,3.000000,6.500000,10.500000,2.626300
0,initialGuess,8,32,3.000000,6.500000,12.000000,10.621200
0,initialGuess,8,33,3.000000,6.500000,9.340771,6.421000
0,initialGuess,8,34,3.000000,6.500000,10.793517,7.583000
0,initialGuess,8,35,3.000000,6.500000,12.257651,6.450200
0,initialGuess,9,0,0.000000,9.000000,9.000000,6.109100
0,initialGuess,9,1,0.000000,9.000000,9.124144,5.064600
0,initialGuess,9,2,0.000000,9.000000,9.486833,7.724000
0,initialGuess,9,3,0.000000,9.000000,6.500000,5.012500
0,initialGuess,9,4,0.000000,9.000000,6.670832,4.601200
0,initialGuess,9,5,0.000000,9.000000,7.158911,10.673000
0,initialGuess,9,6,0.000000,9.000000,2.500000,13.533400
0,initialGuess,9,7,0.000000,9.000000,2.915476,2.213700
0,initialGuess,9,8,0.000000,9.000000,3.905125,4.351800
0,initialGuess,9,10,0.000000,9.000000,1.500000,4.698500
0,initialGuess,9,11,0.000000,9.000000,3.000000,4.907300
0,initialGuess,9,12,0.000000,9.000000,10.816654,15.046500
0,initialGuess,9,13,0.000000,9.000000,11.715375,7.050500
0,initialGuess,9,14,0.000000,9.000000,12.727922,14.121600
0,initialGuess,9,15,0.000000,9.000000,8.845903,4.187400
0,initialGuess,9,16,0.000000,9.000000,9.924717,9.526400
0,initialGuess,9,17,0.000000,9.000000,11.101802,12.586100
0,initialGuess,9,18,0.000000,9.000000,6.500000,4.233400
0,initialGuess,9,19,0.000000,9.000000,7.905694,6.118300
0,initialGuess,9,20,0.000000,9.000000,9.340771,12.743700
0,initialGuess,9,21,0.000000,9.000000,6.000000,4.118300
0,initialGuess,9,22,0.000000,9.000000,7.500000,6.701300
0,initialGuess,9,23,0.000000,9.000000,9.000000,6.973600
0,initialGuess,9,24,0.000000,9.000000,15.000000,7.001000
0,initialGuess,9,27,0.000000,9.000000,13.647344,9.833500
0,initialGuess,9,28,0.000000,9.000000,14.983324,10.193400
0,initialGuess,9,30,0.000000,9.000000,12.257651,8.079900
0,initialGuess,9,31,0.000000,9.000000,13.729530,9.768700
0,initialGuess,9,32,0.000000,9.000000,15.206906,5.925500
0,initialGuess,9,33,0.000000,9.000000,12.000000,8.086600
0,initialGuess,9,34,0.000000,9.000000,13.500000,7.141800
0,initialGuess,9,35,0.000000,9.000000,15.000000,13.575700
0,initialGuess,10,0,1.500000,9.000000,9.124144,11.328300
0,initialGuess,10,1,1.500000,9.000000,9.000000,7.327500
0,initialGuess,10,2,1.500000,9.000000,9.124144,5.152300
0,initialGuess,10,3,1.500000,9.000000,6.670832,3.939300
0,initialGuess,10,4,1.500000,9.000000,6.500000,1.842800
0,initialGuess,10,5,1.500000,9.000000,6.670832,6.954000
0,initialGuess,10,6,1.500000,9.000000,2.915476,6.926000
0,initialGuess,10,7,1.500000,9.000000,2.500000,16.951100
0,initialGuess,10,8,1.500000,9.000000,2.915476,3.400400
0,initialGuess,10,9,1.500000,9.000000,1.500000,2.019800
0,initialGuess,10,11,1.500000,9.000000,1.500000,5.222500
0,initialGuess,10,12,1.500000,9.000000,10.062306,15.585600
0,initialGuess,10,13,1.500000,9.000000,10.816654,11.261300
0,initialGuess,10,14,1.500000,9.000000,11.715375,10.406700
0,initialGuess,10,15,1.500000,9.000000,7.905694,7.639600
0,initialGuess,10,16,1.500000,9.000000,8.845903,3.298700
0,initialGuess,10,17,1.500000,9.000000,9.924717,13.754400
0,initialGuess,10,18,1.500000,9.000000,5.147815,11.322200
0,initialGuess,10,19,1.500000,9.000000,6.500000,11.956700
0,initialGuess,10,20,1.500000,9.000000,7.905694,8.967300
0,initialGuess,10,21,1.500000,9.000000,4.500000,7.600800
0,initialGuess,10,22,1.500000,9.000000,6.000000,4.754200
0,initialGuess,10,23,1.500000,9.000000,7.500000,8.178900
0,initialGuess,10,24,1.500000,9.000000,13.829317,6.717200
0,initialGuess,10,25,1.500000,9.000000,15.000000,11.188300
0,initialGuess,10,27,1.500000,9.000000,12.349089,6.266300
0,initialGuess,10,28,1.500000,9.000000,13.647344,12.827700
0,initialGuess,10,29,1.500000,9.000000,14.983324,9.943700
0,initialGuess,10,30,1.500000,9.000000,10.793517,10.249700
0,initialGuess,10,31,1.500000,9.000000,12.257651,6.517600
0,initialGuess,10,32,1.500000,9.000000,13.729530,12.764500
0,initialGuess,10,33,1.500000,9.000000,10.500000,6.868000
0,initialGuess,10,34,1.500000,9.000000,12.000000,4.935500
0,initialGuess,10,35,1.500000,9.000000,13.500000,4.087200
0,initialGuess,11,0,3.000000,9.000000,9.486833,6.337400
0,initialGuess,11,1,3.000000,9.000000,9.124144,12.729000
0,initialGuess,11,2,3.000000,9.000000,9.000000,7.675700
0,initialGuess,11,3,3.000000,9.000000,7.158911,14.383000
0,initialGuess,11,4,3.000000,9.000000,6.670832,6.174600
0,initialGuess,11,5,3.000000,9.000000,6.500000,8.710800
0,initialGuess,11,6,3.000000,9.000000,3.905125,8.815400
0,initialGuess,11,7,3.000000,9.000000,2.915476,7.484300
0,initialGuess,11,8,3.000000,9.000000,2.500000,3.098300
0,initialGuess,11,9,3.000000,9.000000,3.000000,7.630600
0,initialGuess,11,10,3.000000,9.000000,1.500000,5.406400
0,initialGuess,11,12,3.000000,9.000000,9.486833,12.803600
0,initialGuess,11,13,3.000000,9.000000,10.062306,3.713500
0,initialGuess,11,14,3.000000,9.000000,10.816654,12.325000
0,initialGuess,11,15,3.000000,9.000000,7.158911,5.150100
0,initialGuess,11,16,3.000000,9.000000,7.905694,4.693200
0,initialGuess,11,17,3.000000,9.000000,8.845903,14.459000
0,initialGuess,11,18,3.000000,9.000000,3.905125,4.181700
0,initialGuess,11,19,3.000000,9.000000,5.147815,4.952800
0,initialGuess,11,20,3.000000,9.000000,6.500000,2.289000
0,initialGuess,11,21,3.000000,9.000000,3.000000,1.903800
0,initialGuess,11,22,3.000000,9.000000,4.500000,10.768700
0,initialGuess,11,23,3.000000,9.000000,6.000000,12.005400
0,initialGuess,11,24,3.000000,9.000000,12.727922,5.450700
0,initialGuess,11,25,3.000000,9.000000,13.829317,13.689000
0,initialGuess,11,26,3.000000,9.000000,15.000000,6.386600
0,initialGuess,11,27,3.000000,9.000000,11.101802,14.975700
0,initialGuess,11,28,3.000000,9.000000,12.349089,10.477700
0,initialGuess,11,29,3.000000,9.000000,13.647344,6.526300
0,initialGuess,11,30,3.000000,9.000000,9.340771,7.828500
0,initialGuess,11,31,3.000000,9.000000,10.793517,14.005600
0,initialGuess,11,32,3.000000,9.000000,12.257651,8.304500
0,initialGuess,11,33,3.000000,9.000000,9.000000,12.730900
0,initialGuess,11,34,3.000000,9.000000,10.500000,10.249700
0,initialGuess,11,35,3.000000,9.000000,12.000000,14.180900
0,initialGuess,12,0,6.000000,0.000000,6.000000,0.632800
0,initialGuess,12,1,6.000000,0.000000,4.500000,6.496700
0,initialGuess,12,2,6.000000,0.000000,3.000000,2.673600
0,initialGuess,12,3,6.000000,0.000000,6.500000,13.852900
0,initialGuess,12,4,6.000000,0.000000,5.147815,4.614400
0,initialGuess,12,5,6.000000,0.000000,3.905125,5.298200
0,initialGuess,12,6,6.000000,0.000000,8.845903,6.944100
0,initialGuess,12,7,6.000000,0.000000,7.905694,5.335800
0,initialGuess,12,8,6.000000,0.000000,7.158911,7.533800
0,initialGuess,12,9,6.000000,0.000000,10.816654,12.777200
0,initialGuess,12,10,6.000000,0.000000,10.062306,12.501500
0,initialGuess,12,11,6.000000,0.000000,9.486833,12.082300
0,initialGuess,12,13,6.000000,0.000000,1.500000,16.624000
0,initialGuess,12,14,6.000000,0.000000,3.000000,15.798100
0,initialGuess,12,15,6.000000,0.000000,2.500000,3.734700
0,initialGuess,12,16,6.000000,0.000000,2.915476,16.385900
0,initialGuess,12,17,6.000000,0.000000,3.905125,5.575500
0,initialGuess,12,18,6.000000,0.000000,6.500000,4.870400
0,initialGuess,12,19,6.000000,0.000000,6.670832,7.290000
0,initialGuess,12,20,6.000000,0.000000,7.158911,12.756100
0,initialGuess,12,21,6.000000,0.000000,9.000000,6.216000
0,initialGuess,12,22,6.000000,0.000000,9.124144,13.708700
0,initialGuess,12,23,6.000000,0.000000,9.486833,11.293100
0,initialGuess,12,24,6.000000,0.000000,6.000000,6.333900
0,initialGuess,12,25,6.000000,0.000000,7.500000,7.708400
0,initialGuess,12,26,6.000000,0.000000,9.000000,7.566000
